frame,gpss,time_s,id,range,az,el,rcs,rv,abs_radial_velocity,vn,ve,vd,speed_mps,horizontal_speed_mps,inliers,duration,lat,lon,alt,label,class_name,dist3,range_err
1,243783.18011950815,0.25625128555111587,491,478.63913,23.7473545,-3.68054175,-15.9523363,-0.600217938,0.600217938,0.450653285,1.47390926,-2.53940725,2.970536327222342,1.5412647047133206,977,465.864838,35.7282639,-78.6953583,88.4672852,1,UAV,128.3135158673173,5.898607193657426
1,243783.18011950815,0.25625128555111587,796,745.81665,-31.1344566,-7.57538748,-7.98932457,3.02125168,3.02125168,-31.8064919,1.81573534,34.0838623,46.65468348510203,31.858277131848965,4,1385.55066,35.7243958,-78.7001266,41.0581779,0,NON_UAV,493.0016429764314,261.27891280634253
1,243783.18011950815,0.25625128555111587,775,838.317261,-13.7187109,-7.61841631,-6.08068228,0.409393668,0.409393668,-1.581182,-0.768366098,-0.0594969,1.758994843309484,1.7579883326347039,60,31.5189075,35.7265854,-78.7009735,40.387188,0,NON_UAV,441.28142418499283,353.7795238063426
1,243783.18011950815,0.25625128555111587,793,892.337524,-4.25252724,-6.54822874,-8.12868786,-0.193765149,0.193765149,-4.17468739,-1.45860875,-0.114572436,4.423650204626553,4.422166244025837,12,5.38127708,35.727951,-78.701088,54.6662903,0,NON_UAV,443.5074616229295,407.7997868063426
2,243783.43637079393,0.5125025713350624,791,100.606415,-6.86025858,-11.4341555,-26.3737106,0.479268432,0.479268432,4.70439482,1.17394197,0.411423653,4.866080537107681,4.848656553249603,9,12.8125639,35.7252693,-78.6929779,74.3809052,0,NON_UAV,384.570278043157,383.9313221936575
2,243783.43637079393,0.5125025713350624,795,111.76207,-28.5061302,-9.23471546,-26.7104416,0.454004,0.454004,-1.64297414,-0.380936891,0.101123475,1.689586605306032,1.686557719034094,4,5.63752842,35.7249374,-78.693161,76.6425247,0,NON_UAV,397.83922227053404,372.77566719365745
2,243783.43637079393,0.5125025713350624,794,120.762466,-18.4292412,-9.03382683,-31.0800266,0.149622664,0.149622664,2.27625108,0.118526474,-0.446082264,2.3225754865010106,2.2793348819864185,8,6.91878462,35.7251205,-78.6932526,76.7631912,0,NON_UAV,377.7073962701657,363.77527119365743
2,243783.43637079393,0.5125025713350624,784,138.409637,16.5963631,-8.51502323,-31.631197,3.32828522,3.32828522,6.40480661,1.313936,-0.118048064,6.539259198793839,6.538193597898099,7,15.3750772,35.7258148,-78.6930618,76.0161514,0,NON_UAV,342.6555961242244,346.1281001936575
2,243783.43637079393,0.5125025713350624,790,147.450043,-32.1174164,-7.03889322,-30.744133,0.913629889,0.913629889,-2.74926114,-0.636033416,-0.0628139,2.822573454884025,2.8218744341629964,6,10.2500515,35.7248383,-78.6935501,78.8244171,0,NON_UAV,383.0376800357415,337.08769419365746
2,243783.43637079393,0.5125025713350624,785,151.08194,-25.3068256,-10.597106,-27.8658543,-0.704495072,0.704495072,-0.292881399,0.783253849,0.709756494,1.096822860186951,0.8362213258782103,8,12.0438108,35.725,-78.6935959,69.8274155,0,NON_UAV,365.6960293355863,333.4557971936574
2,243783.43637079393,0.5125025713350624,776,170.704163,-19.0693874,-8.33908176,-31.0440559,1.01025963,1.01025963,1.37639868,-0.831982076,0.270282,1.6308647585299685,1.6083120036519694,14,27.9313908,35.7251625,-78.6938,74.7592545,0,NON_UAV,340.70427928763735,313.83357419365745
2,243783.43637079393,0.5125025713350624,772,186.513535,42.4326477,-2.97668839,-18.5444221,-0.237729803,0.237729803,-0.622027874,-0.921159506,-0.466041803,1.2052586750032603,1.111509564298537,14,41.768959,35.7265396,-78.6926956,86.5748596,0,NON_UAV,338.87565950996407,298.02420219365746
2,243783.43637079393,0.5125025713350624,539,389.332397,18.3524914,-3.51972,-18.0048637,-0.304687142,0.304687142,0.752726674,1.17484462,-1.04891789,1.7455904636701298,1.3952982931595834,201,245.74498,35.7274246,-78.695015,90.5012436,0,NON_UAV,122.67166562081096,95.20534019365743
2,243783.43637079393,0.5125025713350624,778,439.663177,26.8260899,-5.25968266,-15.8738565,1.03802466,1.03802466,3.27125692,2.54700112,-0.697246134,4.204103794307068,4.145881877469393,19,23.8313694,35.7281265,-78.6948776,75.2424393,0,NON_UAV,146.14546495290924,44.87456019365743
2,243783.43637079393,0.5125025713350624,787,451.591187,22.5957031,-4.35825682,-16.0118618,0.250974655,0.250974655,2.05339122,1.93328774,-0.757342041,2.9202027249958937,2.820286685428876,12,11.0188055,35.7280235,-78.6952438,83.3659668,0,NON_UAV,117.18309047404256,32.94655019365746
2,243783.43637079393,0.5125025713350624,792,460.613037,20.959177,-5.22813368,-14.0405836,0.299877971,0.299877971,0.820312619,0.395576596,-1.30857897,1.5942937486297333,0.9107105117399197,10,8.45629215,35.7280045,-78.6954193,76.7947388,0,NON_UAV,101.70948549761842,23.92470019365743
2,243783.43637079393,0.5125025713350624,797,465.818634,31.2430305,-6.00903177,-10.1646318,13.6552477,13.6552477,12.3888359,-6.34030056,-4.1830163,14.532043611079992,13.91699199354031,4,1386.06323,35.7284966,-78.6947327,66.8791809,0,NON_UAV,177.7274950191321,18.719103193657475
2,243783.43637079393,0.5125025713350624,626,471.270691,31.2182789,-7.70645618,-16.6637497,8.92887211,8.92887211,7.64758348,-4.26789093,2.98418593,9.25233979805947,8.757877943540043,296,118.131844,35.7285271,-78.6947708,52.7361298,0,NON_UAV,175.2072800392044,13.26704619365745
2,243783.43637079393,0.5125025713350624,491,478.485901,23.7877884,-3.60091281,-15.9523363,-0.595684409,0.595684409,0.450653285,1.47390926,-2.53940725,2.970536327222342,1.5412647047133206,977,466.121094,35.7282639,-78.6953506,89.1180115,1,UAV,129.01394831989094,6.0518361936574365
2,243783.43637079393,0.5125025713350624,796,745.96167,-29.2975,-4.47631598,-6.19983768,0.417136848,0.417136848,-4.88075495,-0.150106087,-1.46656203,5.0985394876515056,4.883062637249696,5,1385.80701,35.7245941,-78.7001648,82.1157303,0,NON_UAV,482.861398339622,261.4239328063426
2,243783.43637079393,0.5125025713350624,775,838.534424,-14.0999994,-7.74527931,-6.10494,0.442567825,0.442567825,-2.55280042,-0.971031427,0.375412047,2.7569233253042356,2.7312436757956684,61,31.7751598,35.7265358,-78.7009888,38.4616776,0,NON_UAV,443.88241948554196,353.9966868063425
2,243783.43637079393,0.5125025713350624,793,892.782654,-2.89793801,-6.74478102,-8.38058376,-0.186495423,0.186495423,1.39857185,0.834047675,0.836512089,1.8306805343446662,1.6283853179715568,13,5.63752842,35.7281265,-78.701004,51.5209,0,NON_UAV,438.5748458087354,408.24491680634253
3,243783.69262207948,0.7687538568861783,791,100.73687,-6.14206362,-11.4860544,-26.3737106,0.538881,0.538881,4.70439482,1.17394197,0.411423653,4.866080537107681,4.848656553249603,9,13.0688152,35.7252808,-78.6929703,74.2754822,0,NON_UAV,384.0054998895143,383.97798277634126
3,243783.69262207948,0.7687538568861783,795,111.879189,-28.7225018,-9.23623657,-26.7104416,0.460067213,0.460067213,-1.64297414,-0.380936891,0.101123475,1.689586605306032,1.686557719034094,4,5.89377975,35.7249336,-78.693161,76.6166077,0,NON_UAV,397.8709591870711,372.8356637763413
3,243783.69262207948,0.7687538568861783,794,120.802269,-18.1487904,-8.98255157,-31.0800266,0.161016136,0.161016136,2.27625108,0.118526474,-0.446082264,2.3225754865010106,2.2793348819864185,8,7.17503595,35.7251244,-78.6932526,76.8775,0,NON_UAV,377.1366161586924,363.9125837763413
3,243783.69262207948,0.7687538568861783,784,139.269974,17.1935272,-8.45749664,-31.631197,3.38640499,3.38640499,6.40480661,1.313936,-0.118048064,6.539259198793839,6.538193597898099,7,15.6313286,35.7258301,-78.6930542,76.0464,0,NON_UAV,342.01423422349046,345.4448787763413
3,243783.69262207948,0.7687538568861783,790,147.685745,-32.3841438,-7.01863289,-30.744133,0.925995231,0.925995231,-2.74926114,-0.636033416,-0.0628139,2.822573454884025,2.8218744341629964,6,10.5063028,35.7248306,-78.6935501,78.8405151,0,NON_UAV,383.40399331657375,337.0291077763413
3,243783.69262207948,0.7687538568861783,785,150.901566,-25.3366508,-10.6734667,-27.8658543,-0.703294277,0.703294277,-0.292881399,0.783253849,0.709756494,1.096822860186951,0.8362213258782103,8,12.3000612,35.7249947,-78.6935883,69.6455383,0,NON_UAV,366.32205202104615,333.8132867763413
3,243783.69262207948,0.7687538568861783,776,170.963364,-18.9599667,-8.35827541,-31.0440559,1.01271462,1.01271462,1.37639868,-0.831982076,0.270282,1.6308647585299685,1.6083120036519694,14,28.1876411,35.7251663,-78.6938,74.6899948,0,NON_UAV,340.07504600783676,313.75148877634126
3,243783.69262207948,0.7687538568861783,772,186.656067,42.4093628,-3.09897,-19.7929745,-0.00829691347,0.00829691347,-0.401314169,-0.987564,-0.34760952,1.1212350755888754,1.0659904860439235,15,42.0252113,35.7265396,-78.6926956,86.1816711,0,NON_UAV,338.4516142826097,298.05878577634127
3,243783.69262207948,0.7687538568861783,539,389.254547,18.4025383,-3.47839737,-18.0048637,-0.302742124,0.302742124,0.752726674,1.17484462,-1.04891789,1.7455904636701298,1.3952982931595834,201,246.001236,35.7274284,-78.6950073,90.7700348,0,NON_UAV,122.27693278500273,95.46030577634127
3,243783.69262207948,0.7687538568861783,778,439.93042,26.9592915,-5.22982931,-15.8738565,1.04768908,1.04768908,3.27125692,2.54700112,-0.697246134,4.204103794307068,4.145881877469393,19,24.0876217,35.7281342,-78.69487,75.4211121,0,NON_UAV,146.5289972321356,44.78443277634125
3,243783.69262207948,0.7687538568861783,787,451.656128,22.6862717,-4.33016253,-16.0118618,0.255776793,0.255776793,2.05339122,1.93328774,-0.757342041,2.9202027249958937,2.820286685428876,12,11.2750568,35.7280273,-78.6952362,83.5600433,0,NON_UAV,116.99865529327981,33.05872477634125
3,243783.69262207948,0.7687538568861783,792,460.690063,20.9848537,-5.1852808,-14.0405836,0.301241636,0.301241636,0.820312619,0.395576596,-1.30857897,1.5942937486297333,0.9107105117399197,10,8.71254349,35.7280045,-78.6954117,77.1300583,0,NON_UAV,101.34077086766094,24.024789776341265
3,243783.69262207948,0.7687538568861783,797,469.61676,31.6134548,-6.87214184,-3.21375322,14.3324041,14.3324041,14.1991348,-4.04435968,3.79725099,15.244388783117437,14.763884119356286,5,1386.31946,35.7285347,-78.694725,59.517662,0,NON_UAV,179.4165375870141,15.098092776341275
3,243783.69262207948,0.7687538568861783,626,473.559143,31.2404766,-7.77835369,-16.6637497,8.93204689,8.93204689,7.64758348,-4.26789093,2.98418593,9.25233979805947,8.757877943540043,296,118.388092,35.7285423,-78.6947784,51.9714279,0,NON_UAV,175.53196531592042,11.155709776341268
3,243783.69262207948,0.7687538568861783,491,478.333862,23.8282394,-3.52123141,-15.9523363,-0.591146588,0.591146588,0.450653285,1.47390926,-2.53940725,2.970536327222342,1.5412647047133206,977,466.37735,35.7282677,-78.6953506,89.7687378,1,UAV,128.56012255394904,6.380990776341264
3,243783.69262207948,0.7687538568861783,796,746.067871,-29.3948212,-4.44640112,-6.19983768,0.424087,0.424087,-4.90173817,-0.146713495,-1.44563448,5.112574790319936,4.90393331284695,5,1386.06323,35.7245827,-78.7001648,82.4650803,0,NON_UAV,483.4551238541445,261.3530182236587
3,243783.69262207948,0.7687538568861783,775,838.648,-14.1477108,-7.75085402,-6.10494,0.444452256,0.444452256,-2.55227208,-0.97056663,0.374874443,2.7561972356186057,2.7305846175530037,61,32.0314102,35.726532,-78.7009888,38.366,0,NON_UAV,443.92592230528885,353.93314722365875
3,243783.69262207948,0.7687538568861783,793,892.735779,-2.87120914,-6.75853586,-8.38058376,-0.184276685,0.184276685,1.3980211,0.832424045,0.836306,1.8294262795683711,1.6270810633583603,13,5.89377975,35.7281303,-78.701004,51.306839,0,NON_UAV,438.51810241313524,408.0209262236587
4,243783.94887336527,1.0250051426701248,791,100.882576,-5.42557573,-11.5360603,-26.3737106,0.598248959,0.598248959,4.70439482,1.17394197,0.411423653,4.866080537107681,4.848656553249603,9,13.3250666,35.7252922,-78.6929703,74.1700592,0,NON_UAV,383.186003314332,383.83227677634125
4,243783.94887336527,1.0250051426701248,795,111.997856,-28.9384212,-9.23762417,-26.7104416,0.466111332,0.466111332,-1.64297414,-0.380936891,0.101123475,1.689586605306032,1.686557719034094,4,6.15003061,35.7249298,-78.693161,76.5907,0,NON_UAV,398.17003156057444,372.71699677634126
4,243783.94887336527,1.0250051426701248,794,120.844986,-17.8686123,-8.9311,-31.0800266,0.172397926,0.172397926,2.27625108,0.118526474,-0.446082264,2.3225754865010106,2.2793348819864185,8,7.43128729,35.725132,-78.6932526,76.991806,0,NON_UAV,376.56076122781036,363.86986677634127
4,243783.94887336527,1.0250051426701248,784,140.145081,17.7831173,-8.39979458,-31.631197,3.44344831,3.44344831,6.40480661,1.313936,-0.118048064,6.539259198793839,6.538193597898099,7,15.8875799,35.7258453,-78.6930542,76.0766525,0,NON_UAV,341.1098591878313,344.56977177634127
4,243783.94887336527,1.0250051426701248,785,150.721497,-25.3665619,-10.7500057,-27.8658543,-0.702089131,0.702089131,-0.292881399,0.783253849,0.709756494,1.096822860186951,0.8362213258782103,8,12.5563126,35.7249947,-78.6935883,69.4636612,0,NON_UAV,366.3052057540224,333.9933557763413
4,243783.94887336527,1.0250051426701248,776,171.223175,-18.8508682,-8.37738132,-31.0440559,1.0151583,1.0151583,1.37639868,-0.831982076,0.270282,1.6308647585299685,1.6083120036519694,14,28.4438934,35.7251701,-78.6938095,74.6207352,0,NON_UAV,339.19704197013675,313.49167777634125
4,243783.94887336527,1.0250051426701248,772,186.653046,42.3232956,-3.07681489,-19.7929745,-0.0116032502,0.0116032502,-0.406495959,-0.986941516,-0.347892612,1.1226405436166513,1.0673764662422103,15,42.2814636,35.7265396,-78.6926956,86.2701569,0,NON_UAV,338.46484327802267,298.0618067763413
4,243783.94887336527,1.0250051426701248,539,389.177216,18.4526024,-3.43705559,-18.0048637,-0.300795943,0.300795943,0.752726674,1.17484462,-1.04891789,1.7455904636701298,1.3952982931595834,201,246.257492,35.7274284,-78.6950073,91.0388184,0,NON_UAV,122.39838519311864,95.53763677634129
4,243783.94887336527,1.0250051426701248,778,440.200104,27.0923195,-5.19998455,-15.8738565,1.05733597,1.05733597,3.27125692,2.54700112,-0.697246134,4.204103794307068,4.145881877469393,19,24.3438721,35.7281418,-78.6948624,75.5997849,0,NON_UAV,147.5606281480759,44.514748776341264
4,243783.94887336527,1.0250051426701248,787,451.72229,22.7768059,-4.30206537,-16.0118618,0.260576814,0.260576814,2.05339122,1.93328774,-0.757342041,2.9202027249958937,2.820286685428876,12,11.5313082,35.728035,-78.6952286,83.7541046,0,NON_UAV,118.03547998478382,32.99256277634129
4,243783.94887336527,1.0250051426701248,797,473.292023,31.7508545,-6.95818567,-3.21375322,14.3500957,14.3500957,14.2020159,-4.04545736,3.79921913,15.247853844826455,14.766955707776432,5,1386.57568,35.7285652,-78.6947403,58.543541,0,NON_UAV,180.4893471800508,11.422829776341302
4,243783.94887336527,1.0250051426701248,626,475.848389,31.2624683,-7.84955883,-16.6637497,8.93517494,8.93517494,7.64758348,-4.26789093,2.98418593,9.25233979805947,8.757877943540043,296,118.644348,35.7285614,-78.6947937,51.2067261,0,NON_UAV,175.8793725766078,8.866463776341277
4,243783.94887336527,1.0250051426701248,491,478.182953,23.8687115,-3.44149756,-15.9523363,-0.586604416,0.586604416,0.450653285,1.47390926,-2.53940725,2.970536327222342,1.5412647047133206,977,466.633575,35.7282677,-78.695343,90.4194641,1,UAV,129.25174234944822,6.531899776341277
4,243783.94887336527,1.0250051426701248,796,744.712341,-28.9563332,-5.62902737,-5.69147491,-0.0895789787,0.0895789787,-4.08924532,0.459233433,6.37143373,7.584720852405089,4.1149511094455145,6,1386.31946,35.7246399,-78.7001495,67.2861938,0,NON_UAV,476.9541504834071,259.99748822365876
4,243783.94887336527,1.0250051426701248,775,838.762207,-14.1954317,-7.75644827,-6.10494,0.446712613,0.446712613,-2.55227208,-0.97056663,0.374874443,2.7561972356186057,2.7305846175530037,61,32.2876625,35.7265244,-78.7009888,38.2699394,0,NON_UAV,444.1284382960393,354.0473542236587
4,243783.94887336527,1.0250051426701248,793,893.817749,-1.44345987,-5.62320185,-8.76666069,0.376182169,0.376182169,6.61377525,2.52306581,-3.67491293,7.975767623381758,7.0786922619297075,14,6.15003061,35.7283173,-78.7009201,68.8512955,0,NON_UAV,435.96720152521107,409.1028962236588
5,243784.20512465082,1.2812564282212406,798,100.143051,46.0279541,-6.77250481,-27.5724411,0.0435221083,0.0435221083,0.0997372493,0.693968892,2.39705491,2.497481247880902,0.7010993809451254,4,1387.08826,35.7258301,-78.6922836,79.5547562,0,NON_UAV,402.2341016193889,384.57180177634126
5,243784.20512465082,1.2812564282212406,791,101.043457,-4.71101189,-11.5841675,-26.3737106,0.657346904,0.657346904,4.70439482,1.17394197,0.411423653,4.866080537107681,4.848656553249603,9,13.5813179,35.7253036,-78.6929626,74.0646286,0,NON_UAV,382.90152893663156,383.6713957763413
5,243784.20512465082,1.2812564282212406,795,112.118073,-29.153883,-9.23888111,-26.7104416,0.47213611,0.47213611,-1.64297414,-0.380936891,0.101123475,1.689586605306032,1.686557719034094,4,6.40628195,35.724926,-78.6931686,76.5647812,0,NON_UAV,397.99512641305284,372.5967797763413
5,243784.20512465082,1.2812564282212406,794,120.890617,-17.5887165,-8.87947655,-31.0800266,0.183767244,0.183767244,2.27625108,0.118526474,-0.446082264,2.3225754865010106,2.2793348819864185,8,7.68753862,35.7251358,-78.6932526,77.1061172,0,NON_UAV,376.2795248850906,363.82423577634125
5,243784.20512465082,1.2812564282212406,784,141.034668,18.3651581,-8.34195518,-31.631197,3.49942422,3.49942422,6.40480661,1.313936,-0.118048064,6.539259198793839,6.538193597898099,7,16.1438313,35.7258606,-78.6930466,76.1069,0,NON_UAV,340.7809795387204,343.68018477634126
5,243784.20512465082,1.2812564282212406,776,171.483627,-18.7420902,-8.39639854,-31.0440559,1.017591,1.017591,1.37639868,-0.831982076,0.270282,1.6308647585299685,1.6083120036519694,14,28.7001438,35.725174,-78.6938095,74.5514755,0,NON_UAV,338.8597045940154,313.23122577634126
5,243784.20512465082,1.2812564282212406,772,186.809891,40.8575134,-2.94431973,-19.1096191,0.0933171585,0.0933171585,-0.718755186,-1.906914,-0.518673182,2.1028437627469856,2.0378738971776182,16,42.5377121,35.7265244,-78.692749,86.9778519,0,NON_UAV,334.5910125628656,297.9049617763413
